,uid,MCD_recon,MCD_gt
458,242_122627_000040_000001,11.326546,12.981858
459,2971_4275_000049_000009,9.123417,9.291981
460,8410_278217_000037_000001,17.913282,19.265213
461,6233_36633_000065_000001,8.281969,8.817032
462,454_134728_000067_000000,10.81885,10.861439
463,459_123443_000034_000000,8.871229,10.1011915
464,7949_39970_000027_000011,9.150894,10.335706
465,5656_44576_000015_000000,13.133503,13.93671
466,216_122451_000010_000000,12.064975,11.788379
467,28_12332_000102_000001,10.5917845,10.88341
468,6189_64708_000006_000002,9.870939,9.774956
469,3521_12715_000029_000000,8.897704,11.612707
470,8118_114476_000015_000001,10.953788,10.961304
471,4363_11049_000038_000000,10.71104,12.197387
472,54_121079_000084_000000,12.908925,12.918991
473,7959_109176_000046_000000,9.830995,10.165344
474,8791_291101_000080_000001,9.359555,10.998147
475,1054_143005_000016_000007,10.875921,10.570576
476,329_861_000025_000000,9.330598,10.48959
477,3615_14677_000014_000000,9.91729,10.124229
478,2194_141235_000008_000007,10.196807,13.917296
479,1731_142320_000106_000001,10.876886,10.964942
480,112_121671_000018_000000,9.587077,10.908692
481,4434_73957_000016_000000,13.883789,14.033662
482,7383_95441_000091_000000,13.185356,15.795232
483,8401_280380_000082_000001,10.296207,11.879026
484,1382_130492_000027_000000,9.096523,10.829868
485,7959_109185_000034_000001,10.484232,10.753475
486,6341_64956_000027_000000,10.194302,10.3379135
487,4586_61758_000016_000007,11.721389,14.188081
488,6120_14976_000015_000006,11.747854,11.9255295
489,3230_137483_000090_000000,11.689638,12.218263
490,8152_258974_000020_000000,11.249568,11.722479
491,6544_71420_000058_000001,12.170115,12.27027
492,8190_284433_000032_000000,10.767316,10.828721
493,7538_100045_000038_000001,9.736041,10.757341
494,5622_19214_000040_000012,11.664711,10.915588
495,8506_287659_000015_000002,12.911115,16.381388
496,2769_176263_000013_000003,12.1057,13.217006
497,5400_3587_000151_000000,12.278964,13.703163
498,6341_64956_000048_000000,9.161114,10.633618
499,3082_165428_000011_000000,10.969078,12.88746
500,2494_156017_000010_000002,11.549575,11.940483
501,2368_157057_000048_000000,9.282252,9.988512
502,6378_61781_000017_000000,12.705817,12.620271
503,7117_86710_000064_000001,11.892677,12.841532
504,1079_128636_000011_000003,11.807941,13.94031
505,1641_130505_000031_000000,11.671855,12.919302
506,1445_139404_000007_000004,10.271849,10.922373
507,1509_143477_000042_000000,11.442177,10.993623
508,30_4445_000017_000000,9.831737,10.355536
509,5092_28462_000045_000006,9.606534,10.292445
510,454_134728_000065_000000,10.562161,10.533783
511,5868_54659_000012_000008,8.032932,9.064696
